id,id_client,id_product,qtd,total,sale_date,product_name,price,category,client_name,city,state,brl_cost,cost_total,profit,margin_pct,year,month,weekday
2277,44,97,14,1799956.45,2023-12-06,Motor de Popa Tohatsu Evo 168HP,135335.07,propulsao,Rafael Paiva Vieira,Paranaguá,PR,128039.4,1792551.6,7404.85,0.41,2023,12,2
2278,29,111,14,59993.0,2024-07-27,Boia de Arqueamento Danforth Aero Dash,4285.23,ancoragem,Gabriela Moraes Macedo Nunes,Fortaleza,CE,4301.85,60225.9,-232.9,-0.39,2024,7,5
2279,19,11,1,34420.4,2023-09-23,GPS Furuno Swift Leviathan Poseidon,36231.91,eletronicos,Renata Lima Gomes Coelho Mendonça,Maceió,AL,36231.2,36231.2,-1810.8,-5.26,2023,9,5
2280,40,88,8,386692.0,2023-10-25,Motor Diesel Tohatsu Kinetic Poseidon 113HP,48336.49,propulsao,Lucas Pacheco,Corumbá,MS,49480.5,395844.0,-9152.0,-2.37,2023,10,2
2281,42,57,15,1692766.05,2023-01-31,Motor de Popa Honda Vector Kinetic 174HP,118790.57,propulsao,Márcia Figueiredo,Vila do Conde (Barcarena),PA,102433.9,1536508.5,156257.55,9.23,2023,1,1
2282,9,18,9,239152.0,2024-01-27,Rádio Simrad Axis,26572.45,eletronicos,Lucas Guedes Cunha Lopes,João Pessoa,PB,26325.5,236929.5,2222.5,0.93,2024,1,5
2283,43,82,11,567974.0,2023-05-17,Motor Elétrico Volvo Nautic Vox 118HP,51634.04,propulsao,Jéssica Farias Cunha,Itaqui (São Luís),MA,48851.45,537365.95,30608.05,5.39,2023,5,2
2284,25,74,6,519351.0,2024-04-28,Motor de Popa Honda Torque 228HP,86558.56,propulcao,Femininos Antunes Lopes Ribeiro Amaral,São Mateus,ES,85801.8,514810.8,4540.2,0.87,2024,4,6
2285,48,27,4,62743.7,2023-01-22,GPS Garmin Vortex Maré Drift,16511.45,eletronicos,Letícia Torres Peixoto Oliveira,Suape (Ipojuca),PE,15256.15,61024.6,1719.1,2.74,2023,1,6
2286,27,105,2,588.05,2023-08-24,Cabo de Nylon Danforth Prime,309.54,ancoragem,Flávia Nunes Martins Ribeiro Coelho,Salvador,BA,266.85,533.7,54.35,9.24,2023,8,3
2287,34,100,15,1569004.0,2023-10-12,Motor Elétrico Honda Vector Abyss 220HP,104600.24,propulsao,Victor Vieira Nunes Cunha,Fortaleza,CE,99036.4,1485546.0,83458.0,5.32,2023,10,3
2288,28,108,4,13382.0,2023-07-22,Boia de Arqueamento Bruce Titan,3345.56,ancoragem,Bianca Rodrigues,Antonina,PR,3444.15,13776.6,-394.6,-2.95,2023,7,5
2289,45,104,1,3527.35,2024-12-28,Cabo de Nylon Delta Zen Vortex Storm,3713.02,ancoragem,Amanda Santos Figueiredo Rodrigues Siqueira,Santarém,PA,3712.7,3712.7,-185.35,-5.25,2024,12,5
2290,44,83,8,1024509.45,2024-09-28,Motor Diesel Yanmar Dash Nitro 184HP,134803.88,propulsao,Rafael Paiva Vieira,Paranaguá,PR,179198.5,1433588.0,-409078.55,-39.93,2024,9,5
2291,48,6,5,59101.0,2023-02-12,Transponder AIS Vector,11820.21,eletronicos,Letícia Torres Peixoto Oliveira,Suape (Ipojuca),PE,9756.65,48783.25,10317.75,17.46,2023,2,6
2292,44,2,12,167978.0,2023-08-24,Transponder Furuno Marlin,13998.15,eletronicos,Rafael Paiva Vieira,Paranaguá,PR,14148.7,169784.4,-1806.4,-1.08,2023,8,3
2293,7,103,13,22096.05,2023-10-30,Âncora Delta Swift,1789.19,ancoragem,Bianca Barros Rocha Torres Siqueira,Cabedelo,PB,1634.55,21249.15,846.9,3.83,2023,10,0
2294,15,123,5,13885.0,2023-10-30,Cabo de Nylon Danforth Orca Aero,2777.07,ancoragem,Carla Lopes Alves Pacheco Rocha,Fortaleza do Tabocão,TO,2294.95,11474.75,2410.25,17.36,2023,10,0
2295,1,14,11,374225.9,2024-07-16,Rádio Furuno Zen Swift,35811.08,eletronicos,Femininos Oliveira Antunes,Aratu (Candeias),BA,34164.35,375807.85,-1581.95,-0.42,2024,7,1
2296,25,26,6,103699.0,2023-08-21,Piloto Automático Furuno Core Boost Flux,17283.18,eletronicos,Femininos Antunes Lopes Ribeiro Amaral,São Mateus,ES,16894.25,101365.5,2333.5,2.25,2023,8,0
2297,22,90,12,901709.6,2024-01-21,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,79097.33,propulsao,Daniela Borges Vieira Farias Mendonça,Aracaju,SE,72856.45,874277.4,27432.2,3.04,2024,1,6
2298,26,128,10,44181.65,2024-05-12,Boia de Arqueamento Bruce Marlin Hydra,4650.72,ancoragem,Luiz Borges Gomes Araújo,Manaus,AM,4265.45,42654.5,1527.15,3.46,2024,5,6
2299,40,42,3,17080.05,2024-05-31,Transponder Lowrance Axis,5992.84,eletronicos,Lucas Pacheco,Corumbá,MS,6317.85,18953.55,-1873.5,-10.97,2024,5,4
2300,30,95,9,596858.4,2023-01-01,Motor Diesel Honda Leviathan 133HP,69808.04,propulsao,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,64728.15,582553.35,14305.05,2.4,2023,1,6
2301,13,142,9,7066.1,2023-06-14,Âncora Danforth Vector Evo,826.41,ancoragem,Carlos Guimarães Martins,Santarém,PA,748.55,6736.95,329.15,4.66,2023,6,2
2302,15,56,3,128966.0,2023-10-12,Motor Elétrico Torqeedo Velocity Swift 74HP,42988.77,propulsao,Carla Lopes Alves Pacheco Rocha,Fortaleza do Tabocão,TO,40437.95,121313.85,7652.15,5.93,2023,10,3
2303,30,5,12,269826.6,2023-03-07,Piloto Automático Furuno Storm,23669.01,eletronicos,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,21636.85,259642.2,10184.4,3.77,2023,3,1
2304,3,32,12,142528.5,2024-12-04,Sonda AIS Impulse Oceanic Zenith,12502.46,eletronicos,Daniel Farias Ribeiro Teixeira,Rio Grande,RS,11444.95,137339.4,5189.1,3.64,2024,12,2
2305,44,51,9,548559.45,2023-12-21,Motor Diesel Tohatsu Evo Zenith 16HP,64158.99,propulsao,Rafael Paiva Vieira,Paranaguá,PR,58845.25,529607.25,18952.2,3.45,2023,12,3
2306,7,11,1,36232.0,2024-07-10,GPS Furuno Swift Leviathan Poseidon,36231.91,eletronicos,Bianca Barros Rocha Torres Siqueira,Cabedelo,PB,36231.2,36231.2,0.8,0.0,2024,7,2
2307,20,118,5,20497.2,2024-05-10,Boia de Arqueamento Delta Force Vox,4315.11,ancoragem,Bruno Silva,Santarém Novo,PA,3939.35,19696.75,800.45,3.91,2024,5,4
2308,9,71,2,260348.0,2023-04-13,Motor Elétrico Torqeedo Pulse 300HP,130174.06,propulsao,Lucas Guedes Cunha Lopes,João Pessoa,PB,115500.85,231001.7,29346.3,11.27,2023,4,3
2309,26,23,13,138055.9,2024-07-01,Piloto Automático Furuno Torque Peak,11178.63,eletronicos,Luiz Borges Gomes Araújo,Manaus,AM,11223.3,145902.9,-7847.0,-5.68,2024,7,0
2310,34,114,3,2398.0,2023-05-17,Boia de Arqueamento Danforth Tidal Zen Swift,799.29,ancoragem,Victor Vieira Nunes Cunha,Fortaleza,CE,762.3,2286.9,111.1,4.63,2023,5,2
2311,10,14,6,214866.0,2024-10-21,Rádio Furuno Zen Swift,35811.08,eletronicos,Débora Paiva,Santarém,PA,34164.35,204986.1,9879.9,4.6,2024,10,0
2312,36,139,12,17099.0,2024-01-19,Boia de Arqueamento Danforth Torque,1424.88,ancoragem,Francisca Ribeiro Pinheiro,Belém,PA,1234.45,14813.4,2285.6,13.37,2024,1,4
2313,17,146,7,3472.0,2024-01-22,Corrente Delta Vox Ion,495.98,ancoragem,Luís Paiva Costa Cardoso Coelho,Corumbá,MS,414.4,2900.8,571.2,16.45,2024,1,0
2314,45,49,4,50404.15,2024-10-07,Sonda Furuno Swift,13264.25,eletronicos,Amanda Santos Figueiredo Rodrigues Siqueira,Santarém,PA,11763.05,47052.2,3351.95,6.65,2024,10,0
2315,18,38,3,75413.85,2023-07-21,Rádio AIS Force,26461.14,eletronicos,Adriana Guedes Borges Alves Rocha,Santarém,PA,24258.05,72774.15,2639.7,3.5,2023,7,4
2316,12,29,11,401614.0,2023-05-18,Rádio Simrad Orca,36510.34,eletronicos,Rafael Pereira Barros,Fortaleza do Tabocão,TO,38448.15,422929.65,-21315.65,-5.31,2023,5,3
2317,20,107,15,22701.0,2024-08-01,Boia de Arqueamento Bruce Tidal Marlin,1513.38,ancoragem,Bruno Silva,Santarém Novo,PA,1557.95,23369.25,-668.25,-2.94,2024,8,3
2318,25,73,9,1288439.0,2023-05-19,Motor de Popa Torqeedo Core Hydra Flux 162HP,143159.93,propulsao,Femininos Antunes Lopes Ribeiro Amaral,São Mateus,ES,128249.65,1154246.85,134192.15,10.42,2023,5,4
2319,3,38,10,251380.45,2023-10-26,Rádio AIS Force,26461.14,eletronicos,Daniel Farias Ribeiro Teixeira,Rio Grande,RS,24258.05,242580.5,8799.95,3.5,2023,10,3
2320,41,138,7,27816.95,2023-07-10,Boia de Arqueamento Delta Peak Boost Thrust,4183.05,ancoragem,Pedro Ribeiro Costa Santos Correia,Aratu (Candeias),BA,4184.4,29290.8,-1473.85,-5.3,2023,7,0
2321,24,9,3,113160.2,2024-09-05,Transponder AIS Titan Pulse,39705.5,eletronicos,Carla Peixoto Azevedo Silva Araújo,Laguna,SC,36293.2,108879.6,4280.6,3.78,2024,9,3
2322,29,147,6,18180.0,2023-01-31,Corrente Danforth Force Leviathan Impulse,3030.08,ancoragem,Gabriela Moraes Macedo Nunes,Fortaleza,CE,2960.95,17765.7,414.3,2.28,2023,1,1
2323,32,35,2,20910.45,2024-01-09,Radar Furuno Swift,11005.53,eletronicos,Daniela Teixeira Antunes Coelho Batista,Porto Seguro,BA,10534.25,21068.5,-158.05,-0.76,2024,1,1
2324,43,18,15,378657.65,2024-01-22,Rádio Simrad Axis,26572.45,eletronicos,Jéssica Farias Cunha,Itaqui (São Luís),MA,26325.5,394882.5,-16224.85,-4.28,2024,1,0
2325,38,116,1,2447.2,2024-11-18,Cabo de Nylon Delta Velocity Oceanic Abyss,2575.52,ancoragem,Mateus Antunes,Fortaleza do Tabocão,TO,2511.2,2511.2,-64.0,-2.62,2024,11,0
2326,19,111,11,44781.1,2024-12-05,Boia de Arqueamento Danforth Aero Dash,4285.23,ancoragem,Renata Lima Gomes Coelho Mendonça,Maceió,AL,4301.85,47320.35,-2539.25,-5.67,2024,12,3
2327,17,81,5,580204.9,2024-03-26,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,122148.49,propulcao,Luís Paiva Costa Cardoso Coelho,Corumbá,MS,118427.5,592137.5,-11932.6,-2.06,2024,3,1
2328,19,30,6,193487.0,2024-10-11,Transponder AIS Boost,32247.87,eletronicos,Renata Lima Gomes Coelho Mendonça,Maceió,AL,32792.2,196753.2,-3266.2,-1.69,2024,10,4
2329,31,135,15,24668.0,2023-10-05,Cabo de Nylon Danforth Titan Poseidon,1644.51,ancoragem,Jéssica Figueiredo Leite Martins,São Luís,MA,1640.5,24607.5,60.5,0.25,2023,10,3
2330,37,78,5,608808.0,2024-05-23,Motor Elétrico Honda Mako Axis 131HP,121761.56,propulsao,Jéssica Pimentel Borges Nunes Teixeira,Itaqui (São Luís),MA,122127.95,610639.75,-1831.75,-0.3,2024,5,3
2331,12,49,6,75606.7,2023-06-15,Sonda Furuno Swift,13264.25,eletronicos,Rafael Pereira Barros,Fortaleza do Tabocão,TO,11763.05,70578.3,5028.4,6.65,2023,6,3
2332,33,109,12,7472.0,2024-09-17,Cabo de Nylon Danforth Evo Aqua Mako,622.7,ancoragem,Diego Costa Guedes Cunha,Rio Grande,RS,616.2,7394.4,77.6,1.04,2024,9,1
2333,3,18,6,159435.0,2023-01-05,Rádio Simrad Axis,26572.45,eletronicos,Daniel Farias Ribeiro Teixeira,Rio Grande,RS,26325.5,157953.0,1482.0,0.93,2023,1,3
2335,8,76,7,985518.6,2024-02-01,Motor Diesel Honda Aero 205HP,148198.23,propulsao,Luiz Alves Pimentel,Aracaju,SE,134099.05,938693.35,46825.25,4.75,2024,2,3
2336,4,5,15,355035.0,2023-10-22,Piloto Automático Furuno Storm,23669.01,eletronicos,Thiago Moreira,Rio Branco,AC,21636.85,324552.75,30482.25,8.59,2023,10,6
2337,20,81,1,122148.0,2023-10-24,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,122148.49,propulcao,Bruno Silva,Santarém Novo,PA,118427.5,118427.5,3720.5,3.05,2023,10,1
2338,41,96,1,67089.95,2024-12-26,Motor de Popa Tohatsu Boost Swift 126HP,70620.84,propulsao,Pedro Ribeiro Costa Santos Correia,Aratu (Candeias),BA,73882.0,73882.0,-6792.05,-10.12,2024,12,3
2339,9,5,8,189352.0,2024-01-06,Piloto Automático Furuno Storm,23669.01,eletronicos,Lucas Guedes Cunha Lopes,João Pessoa,PB,21636.85,173094.8,16257.2,8.59,2024,1,5
2340,13,109,11,6507.5,2023-09-20,Cabo de Nylon Danforth Evo Aqua Mako,622.7,ancoragem,Carlos Guimarães Martins,Santarém,PA,616.2,6778.2,-270.7,-4.16,2023,9,2
2341,9,128,15,69761.0,2023-05-18,Boia de Arqueamento Bruce Marlin Hydra,4650.72,ancoragem,Lucas Guedes Cunha Lopes,João Pessoa,PB,4265.45,63981.75,5779.25,8.28,2023,5,3
2342,34,30,10,322479.0,2023-02-18,Transponder AIS Boost,32247.87,eletronicos,Victor Vieira Nunes Cunha,Fortaleza,CE,32792.2,327922.0,-5443.0,-1.69,2023,2,5
2343,42,126,4,10172.6,2024-05-01,Corrente Danforth Hydro,2677.06,ancoragem,Márcia Figueiredo,Vila do Conde (Barcarena),PA,2335.25,9341.0,831.6,8.17,2024,5,2
2344,48,41,5,50350.0,2023-04-23,GPS Simrad Flow Pulse,10600.0,eletronicos,Letícia Torres Peixoto Oliveira,Suape (Ipojuca),PE,8922.25,44611.25,5738.75,11.4,2023,4,6
2345,17,32,1,12502.0,2024-12-11,Sonda AIS Impulse Oceanic Zenith,12502.46,eletronicos,Luís Paiva Costa Cardoso Coelho,Corumbá,MS,11444.95,11444.95,1057.05,8.46,2024,12,2
2346,2,30,11,354727.0,2023-08-07,Transponder AIS Boost,32247.87,eletronicos,Fernanda Azevedo Soares Nunes Vieira,Recife,PE,32792.2,360714.2,-5987.2,-1.69,2023,8,0
2347,39,128,1,4651.0,2024-04-03,Boia de Arqueamento Bruce Marlin Hydra,4650.72,ancoragem,Renata Oliveira Siqueira,Suape (Ipojuca),PE,4265.45,4265.45,385.55,8.29,2024,4,2
2348,5,18,12,302925.55,2024-09-09,Rádio Simrad Axis,26572.45,eletronicos,Pedro Freitas,Santarém Novo,PA,26325.5,315906.0,-12980.45,-4.29,2024,9,0
2349,13,42,1,5993.0,2023-06-14,Transponder Lowrance Axis,5992.84,eletronicos,Carlos Guimarães Martins,Santarém,PA,6317.85,6317.85,-324.85,-5.42,2023,6,2
2350,34,85,13,476446.85,2023-10-22,Motor de Popa Parsun Impulse 162HP,38578.7,propulsao,Victor Vieira Nunes Cunha,Fortaleza,CE,39426.35,512542.55,-36095.7,-7.58,2023,10,6
2351,26,24,3,69697.0,2023-05-13,GPS AIS Orca Marlin Velocity,23232.18,eletronicos,Luiz Borges Gomes Araújo,Manaus,AM,18760.75,56282.25,13414.75,19.25,2023,5,5
2352,27,73,1,136002.0,2023-06-29,Motor de Popa Torqeedo Core Hydra Flux 162HP,143159.93,propulsao,Flávia Nunes Martins Ribeiro Coelho,Salvador,BA,128249.65,128249.65,7752.35,5.7,2023,6,3
2353,2,68,13,826178.9,2024-08-15,Motor de Popa Honda Ion Vox Prime 163HP,66897.1,propulsao,Fernanda Azevedo Soares Nunes Vieira,Recife,PE,66589.45,865662.85,-39483.95,-4.78,2024,8,3
2354,3,31,6,49699.0,2023-09-30,Transponder Furuno Pulse Axis,8283.11,eletronicos,Daniel Farias Ribeiro Teixeira,Rio Grande,RS,7414.55,44487.3,5211.7,10.49,2023,9,5
2355,4,150,5,7816.6,2023-12-17,Cabo de Nylon Danforth Magnum Vox,1645.66,ancoragem,Thiago Moreira,Rio Branco,AC,1444.5,7222.5,594.1,7.6,2023,12,6
2356,47,34,3,14015.35,2023-06-25,Transponder AIS Helix Torque,4917.53,eletronicos,Gabriela Barros Lacerda,Niterói,RJ,4758.3,14274.9,-259.55,-1.85,2023,6,6
2357,33,131,12,11563.0,2023-09-28,Boia de Arqueamento Danforth Core Vortex,963.59,ancoragem,Diego Costa Guedes Cunha,Rio Grande,RS,878.1,10537.2,1025.8,8.87,2023,9,3
2358,34,67,9,733495.95,2024-08-03,Motor de Popa Yamaha Mako 108HP,85789.05,propulsao,Victor Vieira Nunes Cunha,Fortaleza,CE,83603.65,752432.85,-18936.9,-2.58,2024,8,5
2359,31,69,12,543180.0,2023-02-17,Motor de Popa Torqeedo Ultra Impulse 292HP,45265.02,propulsao,Jéssica Figueiredo Leite Martins,São Luís,MA,40230.55,482766.6,60413.4,11.12,2023,2,4
2360,9,58,6,652948.0,2023-04-16,Motor de Popa Tohatsu Ion Core Nautic 53HP,108824.59,propulcao,Lucas Guedes Cunha Lopes,João Pessoa,PB,98471.3,590827.8,62120.2,9.51,2023,4,6
2361,13,29,4,146041.0,2024-08-26,Rádio Simrad Orca,36510.34,eletronicos,Carlos Guimarães Martins,Santarém,PA,38448.15,153792.6,-7751.6,-5.31,2024,8,0
2362,33,12,5,13631.0,2024-07-09,GPS AIS Drift Flux Vox,2726.18,eletronicos,Diego Costa Guedes Cunha,Rio Grande,RS,2407.65,12038.25,1592.75,11.68,2024,7,1
2363,27,61,4,112075.0,2023-03-11,Motor Diesel Honda Prime 84HP,28018.63,propulsao,Flávia Nunes Martins Ribeiro Coelho,Salvador,BA,25510.9,102043.6,10031.4,8.95,2023,3,5
2364,49,63,1,132960.1,2024-07-16,Motor Elétrico Torqeedo Ion Orca Vox 186HP,139957.67,propulsao,Diego Costa Tavares Antunes,Aracaju,SE,138090.7,138090.7,-5130.6,-3.86,2024,7,1
2365,22,115,3,2367.4,2024-09-16,Cabo de Nylon Delta Force Magnum Leviathan,830.59,ancoragem,Daniela Borges Vieira Farias Mendonça,Aracaju,SE,839.5,2518.5,-151.1,-6.38,2024,9,0
2366,27,108,6,20073.0,2024-07-19,Boia de Arqueamento Bruce Titan,3345.56,ancoragem,Flávia Nunes Martins Ribeiro Coelho,Salvador,BA,3444.15,20664.9,-591.9,-2.95,2024,7,4
2367,19,149,9,9949.35,2023-12-24,Cabo de Nylon Bruce Core,1163.62,ancoragem,Renata Lima Gomes Coelho Mendonça,Maceió,AL,1129.7,10167.3,-217.95,-2.19,2023,12,6
2368,23,58,2,206766.55,2024-09-02,Motor de Popa Tohatsu Ion Core Nautic 53HP,108824.59,propulcao,Bruna Mendonça Rodrigues,Santos,SP,98471.3,196942.6,9823.95,4.75,2024,9,0
2369,26,60,8,826508.55,2023-05-11,Motor de Popa Honda Velocity Drift 258HP,108751.09,propulsao,Luiz Borges Gomes Araújo,Manaus,AM,98931.2,791449.6,35058.95,4.24,2023,5,3
2370,30,113,7,29226.75,2024-05-15,Âncora Delta Mako Ultra,4394.96,ancoragem,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,3887.85,27214.95,2011.8,6.88,2024,5,2
2371,1,144,7,14724.05,2024-12-02,Boia de Arqueamento Bruce Barracuda,2214.14,ancoragem,Femininos Oliveira Antunes,Aratu (Candeias),BA,2012.7,14088.9,635.15,4.31,2024,12,0
2372,20,69,2,90530.0,2024-08-30,Motor de Popa Torqeedo Ultra Impulse 292HP,45265.02,propulsao,Bruno Silva,Santarém Novo,PA,40230.55,80461.1,10068.9,11.12,2024,8,4
2374,11,122,5,6612.0,2023-03-17,Corrente Danforth Zenith Oceanic Torque,1322.47,ancoragem,Victor Torres Monteiro,Porto Seguro,BA,1113.15,5565.75,1046.25,15.82,2023,3,4
2375,49,116,14,34254.15,2024-05-31,Cabo de Nylon Delta Velocity Oceanic Abyss,2575.52,ancoragem,Diego Costa Tavares Antunes,Aracaju,SE,2511.2,35156.8,-902.65,-2.64,2024,5,4
2376,41,112,9,18647.55,2023-07-11,Corrente Danforth Tidal,2180.95,ancoragem,Pedro Ribeiro Costa Santos Correia,Aratu (Candeias),BA,2032.2,18289.8,357.75,1.92,2023,7,1
2377,30,6,5,56145.95,2024-04-20,Transponder AIS Vector,11820.21,eletronicos,Victor Araújo Azevedo Tavares Correia,Itacoatiara,AM,9756.65,48783.25,7362.7,13.11,2024,4,5
2378,31,114,14,11190.0,2023-12-25,Boia de Arqueamento Danforth Tidal Zen Swift,799.29,ancoragem,Jéssica Figueiredo Leite Martins,São Luís,MA,762.3,10672.2,517.8,4.63,2023,12,0
2379,39,7,10,195188.0,2023-10-23,Radar AIS Zen,19518.77,eletronicos,Renata Oliveira Siqueira,Suape (Ipojuca),PE,18393.1,183931.0,11257.0,5.77,2023,10,0
2380,5,47,10,61230.0,2024-05-23,Rádio Simrad Tidal Aqua,6122.96,eletronicos,Pedro Freitas,Santarém Novo,PA,5583.3,55833.0,5397.0,8.81,2024,5,3
2381,23,41,3,30210.0,2023-11-11,GPS Simrad Flow Pulse,10600.0,eletronicos,Bruna Mendonça Rodrigues,Santos,SP,8922.25,26766.75,3443.25,11.4,2023,11,5
2382,36,88,1,45919.2,2023-07-19,Motor Diesel Tohatsu Kinetic Poseidon 113HP,48336.49,propulsao,Francisca Ribeiro Pinheiro,Belém,PA,49480.5,49480.5,-3561.3,-7.76,2023,7,2
2383,26,102,9,7488.0,2023-07-23,Cabo de Nylon Bruce Nexus,832.02,ancoragem,Luiz Borges Gomes Araújo,Manaus,AM,999.65,8996.85,-1508.85,-20.15,2023,7,6
2384,43,42,6,35957.0,2023-07-04,Transponder Lowrance Axis,5992.84,eletronicos,Jéssica Farias Cunha,Itaqui (São Luís),MA,6317.85,37907.1,-1950.1,-5.42,2023,7,1
2385,21,43,14,491356.0,2024-06-22,Sonda AIS Barracuda,35096.86,eletronicos,Sandra Rocha Oliveira Soares Peixoto,Rio Branco,AC,31096.6,435352.4,56003.6,11.4,2024,6,5
2386,15,97,13,1671388.2,2024-07-14,Motor de Popa Tohatsu Evo 168HP,135335.07,propulsao,Carla Lopes Alves Pacheco Rocha,Fortaleza do Tabocão,TO,128039.4,1664512.2,6876.0,0.41,2024,7,6
2387,47,141,4,19127.0,2024-02-06,Boia de Arqueamento Bruce Nexus Abyss,4781.8,ancoragem,Gabriela Barros Lacerda,Niterói,RJ,4864.3,19457.2,-330.2,-1.73,2024,2,1
2388,41,41,15,151050.0,2023-11-13,GPS Simrad Flow Pulse,10600.0,eletronicos,Pedro Ribeiro Costa Santos Correia,Aratu (Candeias),BA,8922.25,133833.75,17216.25,11.4,2023,11,0
2389,17,145,1,4132.5,2024-02-21,Boia de Arqueamento Delta Nexus,4349.86,ancoragem,Luís Paiva Costa Cardoso Coelho,Corumbá,MS,3590.45,3590.45,542.05,13.12,2024,2,2
2390,45,43,12,400103.9,2024-12-19,Sonda AIS Barracuda,35096.86,eletronicos,Amanda Santos Figueiredo Rodrigues Siqueira,Santarém,PA,31096.6,373159.2,26944.7,6.73,2024,12,3
2391,1,142,4,3306.0,2023-03-19,Âncora Danforth Vector Evo,826.41,ancoragem,Femininos Oliveira Antunes,Aratu (Candeias),BA,748.55,2994.2,311.8,9.43,2023,3,6
2392,14,63,13,1819450.0,2024-12-26,Motor Elétrico Torqeedo Ion Orca Vox 186HP,139957.67,propulsao,Gabriela Silva Vieira Amaral,Itacoatiara,AM,138090.7,1795179.1,24270.9,1.33,2024,12,3
2393,22,54,14,1701487.0,2024-03-22,Motor de Popa Yamaha Evo Dash 155HP,121534.82,propulsao,Daniela Borges Vieira Farias Mendonça,Aracaju,SE,115959.5,1623433.0,78054.0,4.59,2024,3,4
2394,19,11,11,398551.0,2024-11-09,GPS Furuno Swift Leviathan Poseidon,36231.91,eletronicos,Renata Lima Gomes Coelho Mendonça,Maceió,AL,36231.2,398543.2,7.8,0.0,2024,11,5
2395,14,49,12,159171.0,2023-01-24,Sonda Furuno Swift,13264.25,eletronicos,Gabriela Silva Vieira Amaral,Itacoatiara,AM,11763.05,141156.6,18014.4,11.32,2023,1,1
2396,34,45,13,128748.0,2023-06-23,GPS Furuno Current,9903.71,eletronicos,Victor Vieira Nunes Cunha,Fortaleza,CE,9406.65,122286.45,6461.55,5.02,2023,6,4
2397,19,112,3,6543.0,2024-05-07,Corrente Danforth Tidal,2180.95,ancoragem,Renata Lima Gomes Coelho Mendonça,Maceió,AL,2032.2,6096.6,446.4,6.82,2024,5,1
2398,2,46,9,42611.3,2024-10-07,Sonda AIS Magnum Boost,4983.77,eletronicos,Fernanda Azevedo Soares Nunes Vieira,Recife,PE,5003.2,45028.8,-2417.5,-5.67,2024,10,0
2399,41,36,11,248615.0,2023-07-12,Radar Lowrance Aqua Pulse,22601.39,eletronicos,Pedro Ribeiro Costa Santos Correia,Aratu (Candeias),BA,22382.05,246202.55,2412.45,0.97,2023,7,2
2400,39,2,10,132982.9,2024-05-12,Transponder Furuno Marlin,13998.15,eletronicos,Renata Oliveira Siqueira,Suape (Ipojuca),PE,14148.7,141487.0,-8504.1,-6.39,2024,5,6
2401,37,148,9,43070.0,2023-09-05,Âncora Delta Force Barracuda Mako,4785.56,ancoragem,Jéssica Pimentel Borges Nunes Teixeira,Itaqui (São Luís),MA,4425.5,39829.5,3240.5,7.52,2023,9,1
2402,35,45,10,94085.15,2023-10-11,GPS Furuno Current,9903.71,eletronicos,Priscila Martins,João Pessoa,PB,9406.65,94066.5,18.65,0.02,2023,10,2
2403,21,131,8,7323.55,2024-05-09,Boia de Arqueamento Danforth Core Vortex,963.59,ancoragem,Sandra Rocha Oliveira Soares Peixoto,Rio Branco,AC,878.1,7024.8,298.75,4.08,2024,5,3
2404,3,123,8,22217.0,2024-08-29,Cabo de Nylon Danforth Orca Aero,2777.07,ancoragem,Daniel Farias Ribeiro Teixeira,Rio Grande,RS,2294.95,18359.6,3857.4,17.36,2024,8,3
2405,42,57,15,1692766.05,2024-10-03,Motor de Popa Honda Vector Kinetic 174HP,118790.57,propulsao,Márcia Figueiredo,Vila do Conde (Barcarena),PA,102433.9,1536508.5,156257.55,9.23,2024,10,3
2406,45,111,2,8141.5,2024-02-22,Boia de Arqueamento Danforth Aero Dash,4285.23,ancoragem,Amanda Santos Figueiredo Rodrigues Siqueira,Santarém,PA,4301.85,8603.7,-462.2,-5.68,2024,2,3
2407,48,66,10,119430.2,2024-07-22,Motor de Popa Tohatsu Poseidon Helix Prime 135HP,12571.63,propulcao,Letícia Torres Peixoto Oliveira,Suape (Ipojuca),PE,11488.5,114885.0,4545.2,3.81,2024,7,0
2408,41,7,1,19519.0,2024-01-06,Radar AIS Zen,19518.77,eletronicos,Pedro Ribeiro Costa Santos Correia,Aratu (Candeias),BA,18393.1,18393.1,1125.9,5.77,2024,1,5
2409,16,16,15,427585.5,2023-06-08,Sonda Garmin Axis,30005.99,eletronicos,Renata Pacheco Cardoso,Fortaleza,CE,27457.4,411861.0,15724.5,3.68,2023,6,3
2410,44,125,5,17010.0,2023-04-16,Cabo de Nylon Danforth Kinetic,3402.07,ancoragem,Rafael Paiva Vieira,Paranaguá,PR,3231.35,16156.75,853.25,5.02,2023,4,6
2411,31,16,10,285057.0,2023-11-11,Sonda Garmin Axis,30005.99,eletronicos,Jéssica Figueiredo Leite Martins,São Luís,MA,27457.4,274574.0,10483.0,3.68,2023,11,5
2412,47,84,3,123758.4,2024-04-21,Motor de Popa Torqeedo Zenith Peak Thrust 212HP,43423.88,propulsao,Gabriela Barros Lacerda,Niterói,RJ,42282.25,126846.75,-3088.35,-2.5,2024,4,6
